<Event(17-VideoExpose {})>
<Event(16-VideoResize {'size': (600, 400), 'w': 600, 'h': 400})>
<Event(1-ActiveEvent {'gain': 0, 'state': 1})>
<Event(4-MouseMotion {'pos': (599, 360), 'rel': (600, 361), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (337, 156), 'rel': (-2, 4), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (336, 158), 'rel': (-1, 2), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (335, 160), 'rel': (-1, 2), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (334, 162), 'rel': (-1, 2), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (333, 164), 'rel': (-1, 2), 'buttons': (1, 0, 0)})>
<Event(6-MouseButtonUp {'pos': (333, 164), 'button': 1})>
<Event(4-MouseMotion {'pos': (333, 165), 'rel': (0, 1), 'buttons': (0, 0, 0)})>
<Event(2-KeyDown {'unicode': 'a', 'key': 97, 'mod': 0, 'scancode': 30})>
<Event(4-MouseMotion {'pos': (332, 166), 'rel': (-1, 1), 'buttons': (0, 0, 0)})>
<Event(3-KeyUp {'key': 32, 'mod': 0, 'scancode': 57})>
<Event(4-MouseMotion {'pos': (332, 168), 'rel': (0, 2), 'buttons': (0, 0, 0)})>
<Event(5-MouseButtonDown {'pos': (332, 168), 'button': 1})>
<Event(4-MouseMotion {'pos': (332, 169), 'rel': (0, 1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (334, 169), 'rel': (2, 0), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (338, 170), 'rel': (4, 1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (344, 171), 'rel': (6, 1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (351, 171), 'rel': (7, 0), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (355, 171), 'rel': (4, 0), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (360, 171), 'rel': (5, 0), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (367, 170), 'rel': (7, -1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (376, 170), 'rel': (9, 0), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (384, 169), 'rel': (8, -1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (391, 168), 'rel': (7, -1), 'buttons': (1, 0, 0)})>
<Event(2-KeyDown {'unicode': 'f', 'key': 102, 'mod': 0, 'scancode': 33})>
<Event(4-MouseMotion {'pos': (399, 167), 'rel': (8, -1), 'buttons': (1, 0, 0)})>
<Event(3-KeyUp {'key': 97, 'mod': 0, 'scancode': 30})>
<Event(4-MouseMotion {'pos': (405, 166), 'rel': (6, -1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (410, 166), 'rel': (5, 0), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (414, 165), 'rel': (4, -1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (418, 162), 'rel': (4, -3), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (420, 160), 'rel': (2, -2), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (421, 160), 'rel': (1, 0), 'buttons': (1, 0, 0)})>
<Event(2-KeyDown {'unicode': ' ', 'key': 32, 'mod': 0, 'scancode': 57})>
<Event(4-MouseMotion {'pos': (422, 158), 'rel': (1, -2), 'buttons': (1, 0, 0)})>
<Event(6-MouseButtonUp {'pos': (422, 158), 'button': 1})>
<Event(4-MouseMotion {'pos': (422, 157), 'rel': (0, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (422, 156), 'rel': (0, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (422, 155), 'rel': (0, -1), 'buttons': (0, 0, 0)})>
<Event(5-MouseButtonDown {'pos': (422, 155), 'button': 3})>
<Event(4-MouseMotion {'pos': (422, 153), 'rel': (0, -2), 'buttons': (0, 0, 1)})>
<Event(3-KeyUp {'key': 102, 'mod': 0, 'scancode': 33})>
<Event(4-MouseMotion {'pos': (422, 151), 'rel': (0, -2), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (421, 150), 'rel': (-1, -1), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (421, 149), 'rel': (0, -1), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (420, 148), 'rel': (-1, -1), 'buttons': (0, 0, 1)})>
<Event(2-KeyDown {'unicode': 'a', 'key': 97, 'mod': 0, 'scancode': 30})>
<Event(5-MouseButtonDown {'pos': (420, 148), 'button': 1})>
<Event(4-MouseMotion {'pos': (420, 146), 'rel': (0, -2), 'buttons': (1, 0, 1)})>
<Event(6-MouseButtonUp {'pos': (420, 146), 'button': 3})>
<Event(4-MouseMotion {'pos': (418, 146), 'rel': (-2, 0), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (417, 145), 'rel': (-1, -1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (416, 144), 'rel': (-1, -1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (415, 143), 'rel': (-1, -1), 'buttons': (1, 0, 0)})>
<Event(2-KeyDown {'unicode': 'w', 'key': 119, 'mod': 0, 'scancode': 17})>
<Event(4-MouseMotion {'pos': (414, 142), 'rel': (-1, -1), 'buttons': (1, 0, 0)})>
<Event(3-KeyUp {'key': 32, 'mod': 0, 'scancode': 57})>
<Event(4-MouseMotion {'pos': (412, 141), 'rel': (-2, -1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (411, 141), 'rel': (-1, 0), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (411, 140), 'rel': (0, -1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (410, 140), 'rel': (-1, 0), 'buttons': (1, 0, 0)})>
<Event(2-KeyDown {'unicode': 'f', 'key': 102, 'mod': 0, 'scancode': 33})>
<Event(4-MouseMotion {'pos': (407, 138), 'rel': (-3, -2), 'buttons': (1, 0, 0)})>
<Event(6-MouseButtonUp {'pos': (407, 138), 'button': 1})>
<Event(4-MouseMotion {'pos': (406, 136), 'rel': (-1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (404, 135), 'rel': (-2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (403, 134), 'rel': (-1, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (403, 133), 'rel': (0, -1), 'buttons': (0, 0, 0)})>
<Event(5-MouseButtonDown {'pos': (403, 133), 'button': 3})>
<Event(4-MouseMotion {'pos': (402, 133), 'rel': (-1, 0), 'buttons': (0, 0, 1)})>
<Event(3-KeyUp {'key': 119, 'mod': 0, 'scancode': 17})>
<Event(3-KeyUp {'key': 97, 'mod': 0, 'scancode': 30})>
<Event(5-MouseButtonDown {'pos': (402, 133), 'button': 1})>
<Event(6-MouseButtonUp {'pos': (402, 133), 'button': 3})>
<Event(6-MouseButtonUp {'pos': (402, 133), 'button': 1})>
<Event(2-KeyDown {'unicode': 'w', 'key': 119, 'mod': 0, 'scancode': 17})>
<Event(3-KeyUp {'key': 102, 'mod': 0, 'scancode': 33})>
<Event(2-KeyDown {'unicode': 'a', 'key': 97, 'mod': 0, 'scancode': 30})>
<Event(4-MouseMotion {'pos': (400, 133), 'rel': (-2, 0), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (400, 134), 'rel': (0, 1), 'buttons': (0, 0, 0)})>
<Event(5-MouseButtonDown {'pos': (400, 134), 'button': 1})>
<Event(4-MouseMotion {'pos': (400, 135), 'rel': (0, 1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (400, 136), 'rel': (0, 1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (400, 137), 'rel': (0, 1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (400, 138), 'rel': (0, 1), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (400, 139), 'rel': (0, 1), 'buttons': (1, 0, 0)})>
<Event(2-KeyDown {'unicode': ' ', 'key': 32, 'mod': 0, 'scancode': 57})>
<Event(4-MouseMotion {'pos': (400, 141), 'rel': (0, 2), 'buttons': (1, 0, 0)})>
<Event(3-KeyUp {'key': 97, 'mod': 0, 'scancode': 30})>
<Event(3-KeyUp {'key': 119, 'mod': 0, 'scancode': 17})>
<Event(2-KeyDown {'unicode': 'f', 'key': 102, 'mod': 0, 'scancode': 33})>
<Event(4-MouseMotion {'pos': (400, 143), 'rel': (0, 2), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (401, 143), 'rel': (1, 0), 'buttons': (1, 0, 0)})>
<Event(4-MouseMotion {'pos': (401, 144), 'rel': (0, 1), 'buttons': (1, 0, 0)})>
<Event(6-MouseButtonUp {'pos': (401, 144), 'button': 1})>
<Event(4-MouseMotion {'pos': (402, 145), 'rel': (1, 1), 'buttons': (0, 0, 0)})>
<Event(3-KeyUp {'key': 32, 'mod': 0, 'scancode': 57})>
<Event(5-MouseButtonDown {'pos': (402, 145), 'button': 3})>
<Event(4-MouseMotion {'pos': (404, 146), 'rel': (2, 1), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (405, 146), 'rel': (1, 0), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (406, 147), 'rel': (1, 1), 'buttons': (0, 0, 1)})>
<Event(2-KeyDown {'unicode': 'w', 'key': 119, 'mod': 0, 'scancode': 17})>
<Event(4-MouseMotion {'pos': (408, 147), 'rel': (2, 0), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (409, 147), 'rel': (1, 0), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (410, 147), 'rel': (1, 0), 'buttons': (0, 0, 1)})>
<Event(3-KeyUp {'key': 102, 'mod': 0, 'scancode': 33})>
<Event(4-MouseMotion {'pos': (412, 147), 'rel': (2, 0), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (413, 147), 'rel': (1, 0), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (414, 147), 'rel': (1, 0), 'buttons': (0, 0, 1)})>
<Event(4-MouseMotion {'pos': (416, 147), 'rel': (2, 0), 'buttons': (0, 0, 1)})>
<Event(6-MouseButtonUp {'pos': (416, 147), 'button': 3})>
<Event(4-MouseMotion {'pos': (416, 146), 'rel': (0, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (418, 145), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (418, 143), 'rel': (0, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (418, 142), 'rel': (0, -1), 'buttons': (0, 0, 0)})>
<Event(2-KeyDown {'unicode': 'f', 'key': 102, 'mod': 0, 'scancode': 33})>
<Event(5-MouseButtonDown {'pos': (418, 142), 'button': 1})>
<Event(3-KeyUp {'key': 119, 'mod': 0, 'scancode': 17})>
<Event(6-MouseButtonUp {'pos': (418, 142), 'button': 1})>
<Event(3-KeyUp {'key': 102, 'mod': 0, 'scancode': 33})>
<Event(2-KeyDown {'unicode': 'a', 'key': 97, 'mod': 0, 'scancode': 30})>
<Event(4-MouseMotion {'pos': (419, 142), 'rel': (1, 0), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (420, 141), 'rel': (1, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (421, 140), 'rel': (1, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (422, 139), 'rel': (1, -1), 'buttons': (0, 0, 0)})>
<Event(3-KeyUp {'key': 97, 'mod': 0, 'scancode': 30})>
<Event(4-MouseMotion {'pos': (424, 138), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (426, 136), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (430, 134), 'rel': (4, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (432, 133), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (435, 130), 'rel': (3, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (438, 129), 'rel': (3, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (440, 125), 'rel': (2, -4), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (442, 125), 'rel': (2, 0), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (445, 121), 'rel': (3, -4), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (447, 120), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (451, 116), 'rel': (4, -4), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (454, 114), 'rel': (3, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (458, 111), 'rel': (4, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (460, 109), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (465, 105), 'rel': (5, -4), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (468, 102), 'rel': (3, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (469, 100), 'rel': (1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (471, 98), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (472, 95), 'rel': (1, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (475, 93), 'rel': (3, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (476, 92), 'rel': (1, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (479, 88), 'rel': (3, -4), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (480, 86), 'rel': (1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (481, 84), 'rel': (1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (483, 82), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (486, 79), 'rel': (3, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (487, 76), 'rel': (1, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (489, 74), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (491, 71), 'rel': (2, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (493, 67), 'rel': (2, -4), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (495, 64), 'rel': (2, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (495, 63), 'rel': (0, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (496, 60), 'rel': (1, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (498, 58), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (500, 55), 'rel': (2, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (503, 51), 'rel': (3, -4), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (504, 48), 'rel': (1, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (507, 45), 'rel': (3, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (508, 43), 'rel': (1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (508, 42), 'rel': (0, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (511, 39), 'rel': (3, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (512, 37), 'rel': (1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (514, 36), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (515, 33), 'rel': (1, -3), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (516, 33), 'rel': (1, 0), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (519, 31), 'rel': (3, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (520, 29), 'rel': (1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (522, 28), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (522, 27), 'rel': (0, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (523, 26), 'rel': (1, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (525, 25), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (526, 23), 'rel': (1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (528, 22), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (530, 21), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (534, 19), 'rel': (4, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (536, 17), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (538, 15), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (541, 15), 'rel': (3, 0), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (543, 13), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (545, 12), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (547, 10), 'rel': (2, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (549, 9), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (550, 7), 'rel': (1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (552, 7), 'rel': (2, 0), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (553, 5), 'rel': (1, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (555, 4), 'rel': (2, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (555, 2), 'rel': (0, -2), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (558, 1), 'rel': (3, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (561, 0), 'rel': (3, -1), 'buttons': (0, 0, 0)})>
<Event(4-MouseMotion {'pos': (564, 0), 'rel': (3, 0), 'buttons': (0, 0, 0)})>
<Event(1-ActiveEvent {'gain': 0, 'state': 1})>
<Event(12-Quit {})>
